ОПШТИНА_ГРАД,ВРСТА_ПРОМЕНЕ,16.02.2026 – 22.02.2026,23.02.2026 – 01.03.2026,02.03.2026 – 08.03.2026,УКУПНО
ЈАГОДИНА - ГРАД,Брисање боравишта интерно расељеног лица,0,113,122,235
ЈАГОДИНА - ГРАД,Брисање по основу одјаве пребивалишта,12,10,15,37
ЈАГОДИНА - ГРАД,Брисање по основу смрти лица,15,27,18,60
ЈАГОДИНА - ГРАД,Брисање по службеној дужности,0,6,9,15
ЈАГОДИНА - ГРАД,Промена адресе боравишта интерно расељеног лица,1,2,2,5
ЈАГОДИНА - ГРАД,Промена адресе пребивалишта,153,321,119,593
ЈАГОДИНА - ГРАД,Промена личних података,5,1,3,9
ЈАГОДИНА - ГРАД,Упис по основу пријаве боравишта интерно расељеног лица,1,1,1,3
ЈАГОДИНА - ГРАД,Упис по основу пријаве пребивалишта,15,23,30,68
ЈАГОДИНА - ГРАД,Упис по основу стицања пунолетства,16,9,14,39
ЉИГ,Брисање боравишта интерно расељеног лица,0,0,1,1
ЉИГ,Брисање по основу одјаве пребивалишта,3,1,3,7
ЉИГ,Брисање по основу смрти лица,5,3,4,12
ЉИГ,Промена адресе пребивалишта,9,21,29,59
ЉИГ,Промена личних података,2,0,0,2
ЉИГ,Упис по основу пријаве пребивалишта,0,0,16,16
ЉИГ,Упис по основу стицања пунолетства,0,4,3,7
ЉУБОВИЈА,Брисање по основу одјаве пребивалишта,6,4,11,21
ЉУБОВИЈА,Брисање по основу смрти лица,3,4,3,10
ЉУБОВИЈА,Брисање по службеној дужности,0,1,2,3
ЉУБОВИЈА,Промена адресе пребивалишта,19,41,24,84
ЉУБОВИЈА,Промена личних података,1,2,0,3
ЉУБОВИЈА,Упис по основу пријаве пребивалишта,7,4,6,17
ЉУБОВИЈА,Упис по основу стицања пунолетства,0,0,6,6
ЋИЋЕВАЦ,Брисање по основу одјаве пребивалишта,1,1,1,3
ЋИЋЕВАЦ,Брисање по основу смрти лица,0,2,9,11
ЋИЋЕВАЦ,Брисање по службеној дужности,0,1,0,1
ЋИЋЕВАЦ,Промена адресе пребивалишта,0,2,0,2
ЋИЋЕВАЦ,Промена личних података,0,1,0,1
ЋИЋЕВАЦ,Упис по основу пријаве пребивалишта,1,3,0,4
ЋИЋЕВАЦ,Упис по основу стицања пунолетства,0,2,3,5
ЋУПРИЈА,Брисање по основу губитка пословне способности,0,0,2,2
ЋУПРИЈА,Брисање по основу одјаве пребивалишта,4,11,12,27
ЋУПРИЈА,Брисање по основу смрти лица,9,11,6,26
ЋУПРИЈА,Брисање по службеној дужности,0,0,4,4
ЋУПРИЈА,Промена адресе пребивалишта,39,77,69,185
ЋУПРИЈА,Промена личних података,3,10,11,24
ЋУПРИЈА,Упис по основу пријаве боравишта интерно расељеног лица,1,0,0,1
ЋУПРИЈА,Упис по основу пријаве пребивалишта,9,7,12,28
ЋУПРИЈА,Упис по основу стицања пунолетства,5,2,13,20
АДА,Брисање по основу одјаве пребивалишта,3,2,3,8
АДА,Брисање по основу смрти лица,6,8,4,18
АДА,Брисање по службеној дужности,0,0,5,5
АДА,Промена адресе пребивалишта,1,8,2,11
АДА,Промена личних података,0,0,1,1
АДА,Упис по основу пријаве пребивалишта,0,4,1,5
АДА,Упис по основу стицања пунолетства,1,3,4,8
АЛЕКСАНДРОВАЦ,Брисање по основу одјаве пребивалишта,4,4,2,10
АЛЕКСАНДРОВАЦ,Брисање по основу смрти лица,5,6,4,15
АЛЕКСАНДРОВАЦ,Брисање по службеној дужности,0,1,48,49
АЛЕКСАНДРОВАЦ,Промена адресе пребивалишта,8,22,8,38
АЛЕКСАНДРОВАЦ,Промена личних података,1,2,0,3
АЛЕКСАНДРОВАЦ,Упис по основу пријаве пребивалишта,1,5,2,8
АЛЕКСАНДРОВАЦ,Упис по основу стицања пунолетства,3,5,5,13
АЛЕКСИНАЦ,Брисање по основу одјаве пребивалишта,14,13,15,42
АЛЕКСИНАЦ,Брисање по основу смрти лица,12,15,15,42
АЛЕКСИНАЦ,Исправка техничке грешке,0,0,1,1
АЛЕКСИНАЦ,Промена адресе пребивалишта,29,40,56,125
АЛЕКСИНАЦ,Промена личних података,5,5,3,13
АЛЕКСИНАЦ,Упис по основу пријаве пребивалишта,18,12,12,42
АЛЕКСИНАЦ,Упис по основу стицања пунолетства,7,10,10,27
АЛИБУНАР,Брисање по основу губитка пословне способности,0,2,0,2
АЛИБУНАР,Брисање по основу одјаве пребивалишта,2,6,6,14
АЛИБУНАР,Брисање по основу отпуста из држављанства,0,1,0,1
АЛИБУНАР,Брисање по основу смрти лица,5,10,3,18
АЛИБУНАР,Промена адресе пребивалишта,3,2,6,11
АЛИБУНАР,Промена личних података,1,3,1,5
АЛИБУНАР,Упис по основу пријаве пребивалишта,0,6,10,16
АЛИБУНАР,Упис по основу стицања пунолетства,5,3,4,12
АПАТИН,Брисање по основу одјаве пребивалишта,9,3,11,23
АПАТИН,Брисање по основу смрти лица,9,13,8,30
АПАТИН,Промена адресе пребивалишта,4,2,4,10
АПАТИН,Промена личних података,2,3,2,7
АПАТИН,Упис по основу пријаве пребивалишта,5,7,5,17
АПАТИН,Упис по основу стицања пунолетства,4,1,3,8
АРАНЂЕЛОВАЦ,Брисање боравишта интерно расељеног лица,1,1,1,3
АРАНЂЕЛОВАЦ,Брисање по основу одјаве пребивалишта,4,8,9,21
АРАНЂЕЛОВАЦ,Брисање по основу смрти лица,14,11,10,35
АРАНЂЕЛОВАЦ,Брисање по службеној дужности,0,6,0,6
АРАНЂЕЛОВАЦ,Исправка техничке грешке,0,0,2,2
АРАНЂЕЛОВАЦ,Промена адресе пребивалишта,39,40,53,132
АРАНЂЕЛОВАЦ,Промена личних података,3,8,12,23
АРАНЂЕЛОВАЦ,Упис по основу пријаве боравишта интерно расељеног лица,0,0,1,1
АРАНЂЕЛОВАЦ,Упис по основу пријаве пребивалишта,1,2,46,49
АРАНЂЕЛОВАЦ,Упис по основу стицања пунолетства,11,11,38,60
АРИЉЕ,Брисање по основу одјаве пребивалишта,3,4,5,12
АРИЉЕ,Брисање по основу смрти лица,1,6,4,11
АРИЉЕ,Промена адресе пребивалишта,18,61,17,96
АРИЉЕ,Промена личних података,2,0,1,3
АРИЉЕ,Упис по основу пријаве пребивалишта,0,1,0,1
АРИЉЕ,Упис по основу стицања пунолетства,0,4,1,5
БАЈИНА БАШТА,Брисање по основу губитка пословне способности,0,0,9,9
БАЈИНА БАШТА,Брисање по основу одјаве пребивалишта,5,4,11,20
БАЈИНА БАШТА,Брисање по основу смрти лица,7,11,12,30
БАЈИНА БАШТА,Брисање по службеној дужности,0,1,5,6
БАЈИНА БАШТА,Промена адресе пребивалишта,29,29,18,76
БАЈИНА БАШТА,Промена личних података,3,9,6,18
БАЈИНА БАШТА,Упис по основу пријаве пребивалишта,12,13,24,49
БАЈИНА БАШТА,Упис по основу стицања пунолетства,20,5,18,43
БАБУШНИЦА,Брисање по основу одјаве пребивалишта,2,1,8,11
БАБУШНИЦА,Брисање по основу смрти лица,3,5,3,11
БАБУШНИЦА,Промена адресе пребивалишта,3,10,13,26
БАБУШНИЦА,Промена личних података,0,0,1,1
БАБУШНИЦА,Упис по основу пријаве пребивалишта,1,3,4,8
БАБУШНИЦА,Упис по основу стицања пунолетства,2,2,1,5
БАТОЧИНА,Брисање по основу одјаве пребивалишта,3,2,2,7
БАТОЧИНА,Брисање по основу смрти лица,1,3,3,7
БАТОЧИНА,Брисање по службеној дужности,0,0,1,1
БАТОЧИНА,Промена адресе боравишта интерно расељеног лица,0,1,0,1
БАТОЧИНА,Промена адресе пребивалишта,8,15,6,29
БАТОЧИНА,Промена личних података,1,0,0,1
БАТОЧИНА,Упис по основу пријаве пребивалишта,3,2,5,10
БАТОЧИНА,Упис по основу стицања пунолетства,1,2,5,8
БАЧ,Брисање по основу одјаве пребивалишта,2,4,8,14
БАЧ,Брисање по основу смрти лица,5,7,2,14
БАЧ,Промена адресе пребивалишта,3,1,3,7
БАЧ,Упис по основу пријаве пребивалишта,9,0,0,9
БАЧ,Упис по основу стицања пунолетства,3,3,1,7
БАЧКА ПАЛАНКА,Брисање по основу губитка пословне способности,0,0,1,1
БАЧКА ПАЛАНКА,Брисање по основу одјаве пребивалишта,12,4,19,35
БАЧКА ПАЛАНКА,Брисање по основу смрти лица,16,10,13,39
БАЧКА ПАЛАНКА,Брисање по службеној дужности,8,0,15,23
БАЧКА ПАЛАНКА,Исправка техничке грешке,1,0,0,1
БАЧКА ПАЛАНКА,Промена адресе пребивалишта,16,14,7,37
БАЧКА ПАЛАНКА,Промена личних података,4,2,3,9
БАЧКА ПАЛАНКА,Упис по основу пријаве пребивалишта,12,9,15,36
БАЧКА ПАЛАНКА,Упис по основу стицања пунолетства,8,17,8,33
БАЧКА ТОПОЛА,Брисање по основу дуплог уписа,0,1,2,3
БАЧКА ТОПОЛА,Брисање по основу одјаве пребивалишта,3,4,9,16
БАЧКА ТОПОЛА,Брисање по основу смрти лица,12,13,9,34
БАЧКА ТОПОЛА,Брисање по службеној дужности,0,1,2,3
БАЧКА ТОПОЛА,Промена адресе пребивалишта,9,1,25,35
БАЧКА ТОПОЛА,Промена личних података,4,1,50,55
БАЧКА ТОПОЛА,Упис по основу пријаве пребивалишта,9,4,7,20
БАЧКА ТОПОЛА,Упис по основу стицања пунолетства,8,7,7,22
БАЧКИ ПЕТРОВАЦ,Брисање по основу одјаве пребивалишта,2,2,1,5
БАЧКИ ПЕТРОВАЦ,Брисање по основу смрти лица,3,3,7,13
БАЧКИ ПЕТРОВАЦ,Промена адресе пребивалишта,2,1,1,4
БАЧКИ ПЕТРОВАЦ,Промена личних података,1,1,2,4
БАЧКИ ПЕТРОВАЦ,Упис по основу пријаве пребивалишта,4,9,1,14
БАЧКИ ПЕТРОВАЦ,Упис по основу стицања пунолетства,1,1,4,6
БЕЛА ПАЛАНКА,Брисање по основу одјаве пребивалишта,3,1,3,7
БЕЛА ПАЛАНКА,Брисање по основу смрти лица,6,1,4,11
БЕЛА ПАЛАНКА,Промена адресе пребивалишта,1,9,10,20
БЕЛА ПАЛАНКА,Промена личних података,1,0,0,1
БЕЛА ПАЛАНКА,Упис по основу пријаве пребивалишта,1,0,3,4
БЕЛА ПАЛАНКА,Упис по основу стицања пунолетства,4,4,3,11
БЕЛА ЦРКВА,Брисање по основу одјаве пребивалишта,3,9,9,21
БЕЛА ЦРКВА,Брисање по основу смрти лица,4,3,9,16
БЕЛА ЦРКВА,Промена адресе пребивалишта,6,2,5,13
БЕЛА ЦРКВА,Промена личних података,2,2,0,4
БЕЛА ЦРКВА,Упис по основу пријаве пребивалишта,3,2,7,12
БЕЛА ЦРКВА,Упис по основу стицања пунолетства,7,3,4,14
БЕОГРАД-БАРАЈЕВО,Брисање по основу одјаве пребивалишта,7,12,13,32
БЕОГРАД-БАРАЈЕВО,Брисање по основу смрти лица,2,4,4,10
БЕОГРАД-БАРАЈЕВО,Промена адресе пребивалишта,0,17,3,20
БЕОГРАД-БАРАЈЕВО,Промена личних података,0,3,1,4
БЕОГРАД-БАРАЈЕВО,Упис по основу пријаве пребивалишта,0,8,0,8
БЕОГРАД-БАРАЈЕВО,Упис по основу стицања пунолетства,0,14,0,14
БЕОГРАД-ВОЖДОВАЦ,Брисање боравишта интерно расељеног лица,1,0,1,2
БЕОГРАД-ВОЖДОВАЦ,Брисање по основу одјаве пребивалишта,72,118,114,304
БЕОГРАД-ВОЖДОВАЦ,Брисање по основу смрти лица,48,47,33,128
БЕОГРАД-ВОЖДОВАЦ,Брисање по службеној дужности,0,2,5,7
БЕОГРАД-ВОЖДОВАЦ,Исправка техничке грешке,2,0,0,2
БЕОГРАД-ВОЖДОВАЦ,Промена адресе боравишта интерно расељеног лица,0,1,3,4
БЕОГРАД-ВОЖДОВАЦ,Промена адресе пребивалишта,32,52,33,117
БЕОГРАД-ВОЖДОВАЦ,Промена личних података,35,135,139,309
БЕОГРАД-ВОЖДОВАЦ,Упис по основу пријаве боравишта интерно расељеног лица,0,1,0,1
БЕОГРАД-ВОЖДОВАЦ,Упис по основу пријаве пребивалишта,86,168,108,362
БЕОГРАД-ВОЖДОВАЦ,Упис по основу пријема у држављанство,0,1,0,1
БЕОГРАД-ВОЖДОВАЦ,Упис по основу стицања пунолетства,28,32,24,84
БЕОГРАД-ВРАЧАР,Брисање по основу одјаве пребивалишта,28,59,68,155
БЕОГРАД-ВРАЧАР,Брисање по основу смрти лица,14,20,15,49
БЕОГРАД-ВРАЧАР,Брисање по службеној дужности,12,5,5,22
БЕОГРАД-ВРАЧАР,Потврда о упису у бирачки списак,0,0,1,1
БЕОГРАД-ВРАЧАР,Промена адресе пребивалишта,9,9,9,27
БЕОГРАД-ВРАЧАР,Промена личних података,6,6,6,18
БЕОГРАД-ВРАЧАР,Упис по основу пријаве боравишта интерно расељеног лица,0,0,1,1
БЕОГРАД-ВРАЧАР,Упис по основу пријаве пребивалишта,31,71,61,163
БЕОГРАД-ВРАЧАР,Упис по основу пријема у држављанство,0,1,1,2
БЕОГРАД-ВРАЧАР,Упис по основу стицања пунолетства,15,6,12,33
БЕОГРАД-ГРОЦКА,Брисање боравишта интерно расељеног лица,0,2,1,3
БЕОГРАД-ГРОЦКА,Брисање по основу одјаве пребивалишта,24,28,25,77
БЕОГРАД-ГРОЦКА,Брисање по основу смрти лица,21,23,12,56
БЕОГРАД-ГРОЦКА,Брисање по службеној дужности,0,2,5,7
БЕОГРАД-ГРОЦКА,Исправка техничке грешке,0,1,0,1
БЕОГРАД-ГРОЦКА,Промена адресе боравишта интерно расељеног лица,1,1,1,3
БЕОГРАД-ГРОЦКА,Промена адресе пребивалишта,17,23,21,61
БЕОГРАД-ГРОЦКА,Промена личних података,17,17,23,57
БЕОГРАД-ГРОЦКА,Упис по основу пријаве боравишта интерно расељеног лица,1,2,1,4
БЕОГРАД-ГРОЦКА,Упис по основу пријаве пребивалишта,32,50,43,125
БЕОГРАД-ГРОЦКА,Упис по основу стицања пунолетства,20,19,17,56
БЕОГРАД-ЗВЕЗДАРА,Брисање боравишта интерно расељеног лица,2,7,0,9
БЕОГРАД-ЗВЕЗДАРА,Брисање по основу дуплог уписа,0,1,0,1
БЕОГРАД-ЗВЕЗДАРА,Брисање по основу одјаве пребивалишта,100,125,142,367
БЕОГРАД-ЗВЕЗДАРА,Брисање по основу смрти лица,37,43,38,118
БЕОГРАД-ЗВЕЗДАРА,Промена адресе боравишта интерно расељеног лица,0,1,3,4
БЕОГРАД-ЗВЕЗДАРА,Промена адресе пребивалишта,28,54,65,147
БЕОГРАД-ЗВЕЗДАРА,Промена личних података,170,61,250,481
БЕОГРАД-ЗВЕЗДАРА,Упис по основу пријаве боравишта интерно расељеног лица,0,0,2,2
БЕОГРАД-ЗВЕЗДАРА,Упис по основу пријаве пребивалишта,145,196,205,546
БЕОГРАД-ЗВЕЗДАРА,Упис по основу пријема у држављанство,0,2,0,2
БЕОГРАД-ЗВЕЗДАРА,Упис по основу стицања пунолетства,45,33,40,118
БЕОГРАД-ЗЕМУН,Брисање боравишта интерно расељеног лица,0,1,0,1
БЕОГРАД-ЗЕМУН,Брисање по основу одјаве пребивалишта,55,88,72,215
БЕОГРАД-ЗЕМУН,Брисање по основу смрти лица,44,45,39,128
БЕОГРАД-ЗЕМУН,Брисање по службеној дужности,15,9,35,59
БЕОГРАД-ЗЕМУН,Промена адресе пребивалишта,43,24,70,137
БЕОГРАД-ЗЕМУН,Промена личних података,13,19,18,50
БЕОГРАД-ЗЕМУН,Упис по основу пријаве боравишта интерно расељеног лица,0,1,2,3
БЕОГРАД-ЗЕМУН,Упис по основу пријаве пребивалишта,75,155,107,337
БЕОГРАД-ЗЕМУН,Упис по основу стицања пунолетства,47,38,37,122
БЕОГРАД-ЛАЗАРЕВАЦ,Брисање боравишта интерно расељеног лица,2,2,1,5
БЕОГРАД-ЛАЗАРЕВАЦ,Брисање по основу дуплог уписа,0,2,0,2
БЕОГРАД-ЛАЗАРЕВАЦ,Брисање по основу одјаве пребивалишта,8,12,18,38
БЕОГРАД-ЛАЗАРЕВАЦ,Брисање по основу отпуста из држављанства,0,0,1,1
БЕОГРАД-ЛАЗАРЕВАЦ,Брисање по основу смрти лица,16,15,9,40
БЕОГРАД-ЛАЗАРЕВАЦ,Брисање по службеној дужности,3,9,4,16
БЕОГРАД-ЛАЗАРЕВАЦ,Промена адресе боравишта интерно расељеног лица,0,0,1,1
БЕОГРАД-ЛАЗАРЕВАЦ,Промена адресе пребивалишта,24,58,78,160
БЕОГРАД-ЛАЗАРЕВАЦ,Промена личних података,11,5,8,24
БЕОГРАД-ЛАЗАРЕВАЦ,Упис по основу пријаве боравишта интерно расељеног лица,1,0,2,3
БЕОГРАД-ЛАЗАРЕВАЦ,Упис по основу пријаве пребивалишта,17,12,14,43
БЕОГРАД-ЛАЗАРЕВАЦ,Упис по основу пријема у држављанство,0,1,0,1
БЕОГРАД-ЛАЗАРЕВАЦ,Упис по основу стицања пунолетства,9,13,17,39
БЕОГРАД-МЛАДЕНОВАЦ,Брисање боравишта интерно расељеног лица,2,4,3,9
БЕОГРАД-МЛАДЕНОВАЦ,Брисање по основу губитка пословне способности,0,0,11,11
БЕОГРАД-МЛАДЕНОВАЦ,Брисање по основу одјаве пребивалишта,6,10,12,28
БЕОГРАД-МЛАДЕНОВАЦ,Брисање по основу смрти лица,16,24,13,53
БЕОГРАД-МЛАДЕНОВАЦ,Брисање по службеној дужности,1,3,2,6
БЕОГРАД-МЛАДЕНОВАЦ,Промена адресе пребивалишта,33,28,29,90
БЕОГРАД-МЛАДЕНОВАЦ,Промена личних података,20,23,15,58
БЕОГРАД-МЛАДЕНОВАЦ,Упис по основу враћања пословне способности,0,0,5,5
БЕОГРАД-МЛАДЕНОВАЦ,Упис по основу пријаве пребивалишта,24,14,20,58
БЕОГРАД-МЛАДЕНОВАЦ,Упис по основу стицања пунолетства,9,7,10,26
БЕОГРАД-НОВИ БЕОГРАД,Брисање боравишта интерно расељеног лица,0,1,0,1
БЕОГРАД-НОВИ БЕОГРАД,Брисање по основу одјаве пребивалишта,75,117,107,299
БЕОГРАД-НОВИ БЕОГРАД,Брисање по основу отпуста из држављанства,0,0,1,1
БЕОГРАД-НОВИ БЕОГРАД,Брисање по основу смрти лица,57,49,55,161
БЕОГРАД-НОВИ БЕОГРАД,Брисање по службеној дужности,0,28,42,70
БЕОГРАД-НОВИ БЕОГРАД,Исправка техничке грешке,0,1,0,1
БЕОГРАД-НОВИ БЕОГРАД,Промена адресе пребивалишта,35,45,57,137
БЕОГРАД-НОВИ БЕОГРАД,Промена личних података,17,28,23,68
БЕОГРАД-НОВИ БЕОГРАД,Упис по основу пријаве боравишта интерно расељеног лица,0,1,1,2
БЕОГРАД-НОВИ БЕОГРАД,Упис по основу пријаве пребивалишта,78,159,99,336
БЕОГРАД-НОВИ БЕОГРАД,Упис по основу пријема у држављанство,0,0,1,1
БЕОГРАД-НОВИ БЕОГРАД,Упис по основу стицања пунолетства,35,40,46,121
БЕОГРАД-ОБРЕНОВАЦ,Брисање по основу одјаве пребивалишта,5,9,13,27
БЕОГРАД-ОБРЕНОВАЦ,Брисање по основу смрти лица,15,15,24,54
БЕОГРАД-ОБРЕНОВАЦ,Брисање по службеној дужности,7,7,1,15
БЕОГРАД-ОБРЕНОВАЦ,Промена адресе боравишта интерно расељеног лица,1,1,0,2
БЕОГРАД-ОБРЕНОВАЦ,Промена адресе пребивалишта,48,78,55,181
БЕОГРАД-ОБРЕНОВАЦ,Промена личних података,8,9,9,26
БЕОГРАД-ОБРЕНОВАЦ,Упис по основу пријаве пребивалишта,5,33,22,60
БЕОГРАД-ОБРЕНОВАЦ,Упис по основу стицања пунолетства,8,22,13,43
БЕОГРАД-ПАЛИЛУЛА,Брисање боравишта интерно расељеног лица,1,1,1,3
БЕОГРАД-ПАЛИЛУЛА,Брисање по основу одјаве пребивалишта,56,113,104,273
БЕОГРАД-ПАЛИЛУЛА,Брисање по основу смрти лица,34,42,43,119
БЕОГРАД-ПАЛИЛУЛА,Промена адресе пребивалишта,55,60,76,191
БЕОГРАД-ПАЛИЛУЛА,Промена личних података,230,378,367,975
БЕОГРАД-ПАЛИЛУЛА,Упис по основу пријаве пребивалишта,89,177,157,423
БЕОГРАД-ПАЛИЛУЛА,Упис по основу стицања пунолетства,15,12,6,33
БЕОГРАД-РАКОВИЦА,Брисање боравишта интерно расељеног лица,1,0,1,2
БЕОГРАД-РАКОВИЦА,Брисање по основу одјаве пребивалишта,42,58,63,163
БЕОГРАД-РАКОВИЦА,Брисање по основу смрти лица,39,20,30,89
БЕОГРАД-РАКОВИЦА,Брисање по службеној дужности,0,1,24,25
БЕОГРАД-РАКОВИЦА,Промена адресе боравишта интерно расељеног лица,2,0,1,3
БЕОГРАД-РАКОВИЦА,Промена адресе пребивалишта,35,22,36,93
БЕОГРАД-РАКОВИЦА,Промена личних података,14,25,20,59
БЕОГРАД-РАКОВИЦА,Упис по основу пријаве боравишта интерно расељеног лица,1,1,2,4
БЕОГРАД-РАКОВИЦА,Упис по основу пријаве пребивалишта,53,83,77,213
БЕОГРАД-РАКОВИЦА,Упис по основу пријема у држављанство,0,0,1,1
БЕОГРАД-РАКОВИЦА,Упис по основу стицања пунолетства,20,17,33,70
БЕОГРАД-САВСКИ ВЕНАЦ,Брисање по основу дуплог уписа,0,1,0,1
БЕОГРАД-САВСКИ ВЕНАЦ,Брисање по основу одјаве пребивалишта,25,31,22,78
БЕОГРАД-САВСКИ ВЕНАЦ,Брисање по основу смрти лица,9,13,7,29
БЕОГРАД-САВСКИ ВЕНАЦ,Промена адресе пребивалишта,7,5,6,18
БЕОГРАД-САВСКИ ВЕНАЦ,Промена личних података,0,7,19,26
БЕОГРАД-САВСКИ ВЕНАЦ,Упис по основу пријаве пребивалишта,11,32,103,146
БЕОГРАД-САВСКИ ВЕНАЦ,Упис по основу стицања пунолетства,4,10,11,25
БЕОГРАД-СОПОТ,Брисање по основу одјаве пребивалишта,4,7,10,21
БЕОГРАД-СОПОТ,Брисање по основу смрти лица,7,8,6,21
БЕОГРАД-СОПОТ,Промена адресе пребивалишта,7,13,4,24
БЕОГРАД-СОПОТ,Промена личних података,74,35,3,112
БЕОГРАД-СОПОТ,Упис по основу пријаве пребивалишта,1,31,8,40
БЕОГРАД-СОПОТ,Упис по основу стицања пунолетства,6,9,3,18
БЕОГРАД-СТАРИ ГРАД,Брисање по основу одјаве пребивалишта,25,47,54,126
БЕОГРАД-СТАРИ ГРАД,Брисање по основу смрти лица,7,12,16,35
БЕОГРАД-СТАРИ ГРАД,Промена адресе пребивалишта,3,3,18,24
БЕОГРАД-СТАРИ ГРАД,Промена личних података,12,15,19,46
БЕОГРАД-СТАРИ ГРАД,Упис по основу пријаве пребивалишта,33,64,51,148
БЕОГРАД-СТАРИ ГРАД,Упис по основу стицања пунолетства,11,5,8,24
БЕОГРАД-СУРЧИН,Брисање по основу одјаве пребивалишта,9,19,11,39
БЕОГРАД-СУРЧИН,Брисање по основу смрти лица,14,11,15,40
БЕОГРАД-СУРЧИН,Брисање по службеној дужности,3,4,2,9
БЕОГРАД-СУРЧИН,Промена адресе пребивалишта,7,9,12,28
БЕОГРАД-СУРЧИН,Промена личних података,5,6,1,12
БЕОГРАД-СУРЧИН,Упис по основу пријаве боравишта интерно расељеног лица,1,0,0,1
БЕОГРАД-СУРЧИН,Упис по основу пријаве пребивалишта,19,44,25,88
БЕОГРАД-СУРЧИН,Упис по основу стицања пунолетства,4,19,11,34
БЕОГРАД-ЧУКАРИЦА,Брисање боравишта интерно расељеног лица,1,1,1,3
БЕОГРАД-ЧУКАРИЦА,Брисање по основу одјаве пребивалишта,65,86,84,235
БЕОГРАД-ЧУКАРИЦА,Брисање по основу смрти лица,36,41,39,116
БЕОГРАД-ЧУКАРИЦА,Брисање по службеној дужности,8,15,2,25
БЕОГРАД-ЧУКАРИЦА,Промена адресе боравишта интерно расељеног лица,0,1,1,2
БЕОГРАД-ЧУКАРИЦА,Промена адресе пребивалишта,38,43,34,115
БЕОГРАД-ЧУКАРИЦА,Промена личних података,13,22,17,52
БЕОГРАД-ЧУКАРИЦА,Упис по основу пријаве боравишта интерно расељеног лица,0,3,1,4
БЕОГРАД-ЧУКАРИЦА,Упис по основу пријаве пребивалишта,42,54,85,181
БЕОГРАД-ЧУКАРИЦА,Упис по основу стицања пунолетства,31,38,45,114
БЕОЧИН,Брисање по основу одјаве пребивалишта,3,4,7,14
БЕОЧИН,Брисање по основу смрти лица,1,3,6,10
БЕОЧИН,Брисање по службеној дужности,0,0,1,1
БЕОЧИН,Промена адресе пребивалишта,5,11,4,20
БЕОЧИН,Промена личних података,2,2,1,5
БЕОЧИН,Упис по основу пријаве пребивалишта,8,7,6,21
БЕОЧИН,Упис по основу пријема у држављанство,0,1,0,1
БЕОЧИН,Упис по основу стицања пунолетства,3,6,1,10
БЕЧЕЈ,Брисање боравишта интерно расељеног лица,0,0,1,1
БЕЧЕЈ,Брисање по основу одјаве пребивалишта,6,7,9,22
БЕЧЕЈ,Брисање по основу смрти лица,15,13,14,42
БЕЧЕЈ,Брисање по службеној дужности,4,3,1,8
БЕЧЕЈ,Промена адресе пребивалишта,6,14,19,39
БЕЧЕЈ,Промена личних података,11,35,44,90
БЕЧЕЈ,Упис по основу пријаве пребивалишта,13,6,8,27
БЕЧЕЈ,Упис по основу стицања пунолетства,5,10,3,18
БЛАЦЕ,Брисање по основу одјаве пребивалишта,3,5,3,11
БЛАЦЕ,Брисање по основу смрти лица,4,8,3,15
БЛАЦЕ,Промена адресе пребивалишта,3,5,1,9
БЛАЦЕ,Промена личних података,0,1,0,1
БЛАЦЕ,Упис по основу пријаве пребивалишта,0,14,0,14
БЛАЦЕ,Упис по основу стицања пунолетства,0,0,4,4
БОЈНИК,Брисање по основу одјаве пребивалишта,5,7,5,17
БОЈНИК,Брисање по основу смрти лица,4,2,4,10
БОЈНИК,Исправка техничке грешке,0,0,1,1
БОЈНИК,Промена адресе пребивалишта,6,1,15,22
БОЈНИК,Промена личних података,1,1,1,3
БОЈНИК,Упис по основу пријаве пребивалишта,1,1,1,3
БОЈНИК,Упис по основу стицања пунолетства,3,1,3,7
БОЉЕВАЦ,Брисање по основу одјаве пребивалишта,2,2,3,7
БОЉЕВАЦ,Брисање по основу смрти лица,4,7,5,16
БОЉЕВАЦ,Брисање по службеној дужности,0,0,8,8
БОЉЕВАЦ,Промена адресе пребивалишта,1,0,0,1
БОЉЕВАЦ,Промена личних података,1,1,0,2
БОЉЕВАЦ,Упис по основу пријаве пребивалишта,3,2,4,9
БОЉЕВАЦ,Упис по основу стицања пунолетства,1,3,4,8
БОГАТИЋ,Брисање по основу одјаве пребивалишта,2,6,8,16
БОГАТИЋ,Брисање по основу смрти лица,9,4,9,22
БОГАТИЋ,Промена адресе пребивалишта,1,2,0,3
БОГАТИЋ,Промена личних података,2,1,2,5
БОГАТИЋ,Упис по основу пријаве пребивалишта,5,3,6,14
БОГАТИЋ,Упис по основу стицања пунолетства,4,2,0,6
БОР - ГРАД,Брисање по основу губитка пословне способности,0,0,1,1
БОР - ГРАД,Брисање по основу одјаве пребивалишта,20,26,12,58
БОР - ГРАД,Брисање по основу отпуста из држављанства,0,1,0,1
БОР - ГРАД,Брисање по основу смрти лица,10,13,16,39
БОР - ГРАД,Брисање по службеној дужности,2,2,1,5
БОР - ГРАД,Промена адресе боравишта интерно расељеног лица,1,0,0,1
БОР - ГРАД,Промена адресе пребивалишта,21,20,19,60
БОР - ГРАД,Промена личних података,1,4,2,7
БОР - ГРАД,Упис по основу пријаве пребивалишта,11,20,11,42
БОР - ГРАД,Упис по основу пријема у држављанство,0,0,1,1
